GYRO Sensor 0 X,GYRO Sensor 0 Y,GYRO Sensor 0 Z
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-17.862594604492188,11.70992374420166,-10.519083976745605
-18.664121627807617,11.145038604736328,-10.564885139465332
-19.39694595336914,10.938931465148926,-10.687023162841797
-19.77862548828125,10.862595558166504,-10.229007720947266
-19.671754837036133,10.809160232543945,-9.847328186035156
-19.244274139404297,10.534351348876953,-9.58015251159668
-19.206106185913086,10.854961395263672,-8.977099418640137
-18.908397674560547,10.954198837280273,-8.625954627990723
-17.98473358154297,11.480916023254395,-6.984732627868652
-17.80152702331543,11.656488418579102,-6.56488561630249
-16.786258697509766,11.770992279052734,-5.969465732574463
-16.312976837158203,11.77862548828125,-5.320610523223877
-15.5496187210083,11.725191116333008,-5.297709941864014
-14.893129348754883,12.053435325622559,-4.58015251159668
-14.190839767456055,12.251908302307129,-4.183206081390381
-13.572519302368164,12.404580116271973,-3.541984796524048
-13.259541511535645,12.67175579071045,-2.9541983604431152
-12.641221046447754,13.22137451171875,-2.534351110458374
-12.053435325622559,13.297709465026855,-2.1297709941864014
-11.114503860473633,14.053435325622559,-1.5572519302368164
-10.5496187210083,14.641221046447754,-1.2595419883728027
-10.526717185974121,14.984732627868652,-1.14503812789917
-10.725191116333008,15.09160327911377,-1.0305343866348267
-11.053435325622559,15.297709465026855,-0.7480915784835815
-11.610687255859375,15.763359069824219,-0.8396946787834167
-11.755724906921387,15.51145076751709,-0.6717557311058044
-11.687023162841797,15.656488418579102,-0.8244274854660034
-11.763359069824219,15.816793441772461,-0.6335877776145935
-11.824427604675293,15.954198837280273,-0.9312977194786072
-11.343511581420898,16.091602325439453,-1.122137427330017
-10.366412162780762,16.450382232666016,-1.2366411685943604
-9.534351348876953,16.3435115814209,-1.5801526308059692
-8.389312744140625,16.175573348999023,-1.3206106424331665
-7.633587837219238,16.167938232421875,-1.4351145029067993
-7.27480936050415,16.229007720947266,-1.4427480697631836
-6.404580116271973,15.992366790771484,-1.5267175436019897
-5.732824325561523,16.213741302490234,-1.6030534505844116
-5.221374034881592,16.083969116210938,-1.9923664331436157
-5.29007625579834,15.740458488464355,-1.9770991802215576
-4.900763511657715,15.702290534973145,-2.175572633743286
-5.099236488342285,15.58015251159668,-2.0152671337127686
-6.106870174407959,15.503816604614258,-2.0839693546295166
-6.885496139526367,14.893129348754883,-1.9923664331436157
-7.366412162780762,14.694656372070312,-1.8244274854660034
-7.816793918609619,14.236640930175781,-1.9236640930175781
-8.175572395324707,13.916030883789062,-1.8320610523223877
-8.366412162780762,13.816793441772461,-1.5190839767456055
-8.29007625579834,13.625954627990723,-1.198473334312439
-8.045801162719727,13.793892860412598,-1.2977099418640137
-8.229007720947266,13.992366790771484,-0.7557252049446106
-8.267175674438477,14.045801162719727,-0.6183205842971802
-8.045801162719727,13.862595558166504,0.15267175436019897
-8.770992279052734,13.4503812789917,0.5954198241233826
-9.473282814025879,13.229007720947266,0.885496199131012
-9.862595558166504,12.90839672088623,1.3511450290679932
-9.854961395263672,12.312976837158203,1.3435114622116089
-10.41984748840332,12.366412162780762,1.7251908779144287
-10.58015251159668,11.923664093017578,2.137404680252075
-11.083969116210938,11.67175579071045,1.9770991802215576
-11.38167953491211,11.297709465026855,2.0
-11.335877418518066,11.061068534851074,2.396946668624878
-11.717556953430176,10.854961395263672,2.2977099418640137
-11.610687255859375,11.068702697753906,2.8396947383880615
-12.282443046569824,11.0,2.9465649127960205
-12.656488418579102,11.312976837158203,2.992366313934326
-12.946564674377441,11.145038604736328,3.0916030406951904
-13.022900581359863,11.351144790649414,2.648854970932007
-12.679388999938965,11.114503860473633,2.3816792964935303
-12.83969497680664,10.847328186035156,2.2595419883728027
-12.969465255737305,10.824427604675293,1.732824444770813
-12.320611000061035,10.755724906921387,1.3282443284988403
-12.351144790649414,10.41984748840332,0.885496199131012
-12.053435325622559,10.572519302368164,0.6488549709320068
-11.984732627868652,10.961832046508789,0.40458014607429504
-12.022900581359863,10.793892860412598,-0.49618321657180786
-12.007633209228516,10.717556953430176,-0.7404580116271973
-11.977099418640137,10.427480697631836,-1.1526718139648438
-11.694656372070312,10.725191116333008,-1.503816843032837
-11.465648651123047,10.5496187210083,-1.9389313459396362
-11.305343627929688,10.557251930236816,-2.29007625579834
-10.740458488464355,10.664122581481934,-2.572519063949585
-10.763359069824219,10.38167953491211,-2.8015267848968506
-10.564885139465332,10.389312744140625,-2.9770991802215576
-10.687023162841797,10.564885139465332,-3.0152671337127686
-10.87022876739502,10.969465255737305,-3.221374034881592
-11.58015251159668,11.015267372131348,-3.3129770755767822
-11.335877418518066,11.022900581359863,-3.328244209289551
-11.366412162780762,10.893129348754883,-3.351145029067993
-11.229007720947266,10.961832046508789,-3.007633686065674
-11.137404441833496,10.633587837219238,-3.1526718139648438
-10.961832046508789,10.305343627929688,-3.1526718139648438
-10.725191116333008,10.351144790649414,-2.7633588314056396
-10.396946907043457,9.984732627868652,-2.4809160232543945
-10.916030883789062,9.946564674377441,-2.3740458488464355
-11.664122581481934,9.793892860412598,-2.2671756744384766
-12.213740348815918,9.77862548828125,-1.7251908779144287
-13.396946907043457,9.274808883666992,-1.2137404680252075
-13.717556953430176,9.213740348815918,-0.6870229244232178
-14.351144790649414,8.725191116333008,-0.5572519302368164
-14.893129348754883,8.70992374420166,-0.20610687136650085
-15.465648651123047,8.541984558105469,0.17557251453399658
