ACC Sensor 0 X,ACC Sensor 0 Y,ACC Sensor 0 Z,ACC Sensor 1 X,ACC Sensor 1 Y,ACC Sensor 1 Z
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.0,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.035400390625,
0.0,0.0,0.0,,0.041748046875,
0.0,0.0,0.0,,0.046630859375,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.05029296875,
0.0,0.0,0.0,,0.0517578125,
0.0,0.0,0.0,,0.0528564453125,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
0.0,0.0,0.0,,0.0535888671875,
-0.012451171875,-0.03076171875,-1.069580078125,,0.0535888671875,
-0.010498046875,-0.03564453125,-1.063720703125,,0.0535888671875,
-0.02001953125,-0.036376953125,-1.066162109375,,0.0535888671875,
-0.015625,-0.032470703125,-1.07373046875,,0.0535888671875,
-0.0146484375,-0.028564453125,-1.07275390625,,0.0535888671875,
-0.020751953125,-0.031494140625,-1.07421875,,0.0535888671875,
-0.015625,-0.034423828125,-1.068603515625,,0.0535888671875,
-0.01708984375,-0.033203125,-1.072509765625,,0.0535888671875,
-0.01513671875,-0.026123046875,-1.06982421875,,0.0535888671875,
-0.01708984375,-0.032470703125,-1.069091796875,,0.0535888671875,
-0.0166015625,-0.034423828125,-1.066162109375,,0.0535888671875,
-0.0146484375,-0.029052734375,-1.06201171875,,0.0535888671875,
-0.014892578125,-0.03125,-1.065673828125,,0.0535888671875,
-0.0166015625,-0.0341796875,-1.0693359375,,0.0535888671875,
-0.018310546875,-0.02685546875,-1.066650390625,,0.0535888671875,
-0.01611328125,-0.03173828125,-1.07470703125,,0.0526123046875,
-0.018310546875,-0.028564453125,-1.06787109375,,0.0516357421875,
-0.01611328125,-0.02880859375,-1.064697265625,,0.0509033203125,
-0.015869140625,-0.0263671875,-1.06982421875,,0.0509033203125,
-0.0185546875,-0.0302734375,-1.069580078125,,0.0509033203125,
-0.013671875,-0.033203125,-1.0654296875,,0.0509033203125,
-0.017822265625,-0.029296875,-1.06884765625,,0.0509033203125,
-0.015869140625,-0.035400390625,-1.066162109375,,0.0509033203125,
-0.01806640625,-0.034912109375,-1.06982421875,,0.0509033203125,
-0.01611328125,-0.033447265625,-1.06640625,,0.0509033203125,
-0.012939453125,-0.025390625,-1.069580078125,,0.0509033203125,
-0.01416015625,-0.03125,-1.071044921875,,0.0509033203125,
-0.017333984375,-0.02880859375,-1.06494140625,,0.0509033203125,
-0.017578125,-0.032470703125,-1.070068359375,,0.0509033203125,
-0.017578125,-0.03076171875,-1.06689453125,,0.0509033203125,
-0.02099609375,-0.03515625,-1.068359375,,0.0509033203125,
