x, y
0.3548737021540369, 3.992965247331005
6.6077793274446, 4.396720418121919
11.837904850457152, 5.132397017661193
17.14396404772974, 5.008545738277476
22.116844878351156, 5.489088702286295
26.017356268402295, 13.118327512323201
27.21369905470324, 21.203339030492184
29.025259569192624, 31.641524856951772
30.520688052068806, 40.851105991924896
33.799783046644976, 48.82217433306086
33.799783046644976, 48.82217433306086
37.36246706958004, 45.71103019494191
40.55633038896637, 39.795893091575635
44.07562374089571, 36.11255604270392
49.22671625600496, 29.706967872978126
54.577715791104914, 23.804215897550222
60.00000000000001, 19.49171434940923
65.43468154346816, 14.94637239602685
70.39981403998141, 15.429392385623343
75.89028358902836, 14.297391692056179
81.23663412366342, 12.816130390626935
86.51169998450334, 11.54046221297466
91.83480551681389, 10.324242649426568
97.06493103982645, 7.40135245597087
100.20300635363398, 6.705308265834386
