ORIENTATION Sensor 1 W,ORIENTATION Sensor 1 X,ORIENTATION Sensor 1 Y,ORIENTATION Sensor 1 Z
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.7966343369334936,0.14985849801450968,0.5449485406279564,-0.2143492316827178
0.7967875711619854,0.15148025657981634,0.5445396108552814,-0.21367786452174187
0.7967875711619854,0.15148025657981634,0.5445396108552814,-0.21367786452174187
0.7969202762469649,0.15308725740760565,0.5441706106066704,-0.21297654416412115
0.7969202762469649,0.15308725740760565,0.5441706106066704,-0.21297654416412115
0.7970470506697893,0.15463824290782213,0.5438274145126343,-0.21225699502974749
0.7970470506697893,0.15463824290782213,0.5438274145126343,-0.21225699502974749
0.7970470506697893,0.15463824290782213,0.5438274145126343,-0.21225699502974749
0.7972916290163994,0.1560509717091918,0.5434224111959338,-0.21133970841765404
0.7972916290163994,0.1560509717091918,0.5434224111959338,-0.21133970841765404
0.7975820899009705,0.1574324443936348,0.5429516090080142,-0.21042712312191725
0.7975820899009705,0.1574324443936348,0.5429516090080142,-0.21042712312191725
0.7978430995717645,0.15894973650574684,0.5424004048109055,-0.20971722807735205
0.7978430995717645,0.15894973650574684,0.5424004048109055,-0.20971722807735205
0.7980564245954156,0.16043938044458628,0.5419115936383605,-0.20903368201106787
0.7980564245954156,0.16043938044458628,0.5419115936383605,-0.20903368201106787
0.7982693603262305,0.16192127391695976,0.5414300756528974,-0.20832444354891777
0.7982693603262305,0.16192127391695976,0.5414300756528974,-0.20832444354891777
0.7985467435792089,0.1633179048076272,0.5409727664664388,-0.20735681150108576
0.7985467435792089,0.1633179048076272,0.5409727664664388,-0.20735681150108576
0.7987034264951944,0.1648326413705945,0.5405810000374913,-0.2065749503672123
0.7987034264951944,0.1648326413705945,0.5405810000374913,-0.2065749503672123
0.7987034264951944,0.1648326413705945,0.5405810000374913,-0.2065749503672123
0.7989176297560334,0.1662252238020301,0.5402054255828261,-0.20561090856790543
0.7989176297560334,0.1662252238020301,0.5402054255828261,-0.20561090856790543
0.7991178426891565,0.1676107430830598,0.5398479616269469,-0.2046445868909359
0.7991178426891565,0.1676107430830598,0.5398479616269469,-0.2046445868909359
0.7993162097409368,0.16915677301585674,0.5393675388768315,-0.20386299025267363
0.7993162097409368,0.16915677301585674,0.5393675388768315,-0.20386299025267363
0.7995088174939156,0.17059633415192366,0.5389156602323055,-0.20310167875140905
0.7995088174939156,0.17059633415192366,0.5389156602323055,-0.20310167875140905
0.7997481059283018,0.1720230132341385,0.5383967375382781,-0.20233090966939926
0.7997481059283018,0.1720230132341385,0.5383967375382781,-0.20233090966939926
0.8000398483127356,0.17341449484229088,0.5378252258524299,-0.20150785148143768
0.8000398483127356,0.17341449484229088,0.5378252258524299,-0.20150785148143768
0.8000398483127356,0.17341449484229088,0.5378252258524299,-0.20150785148143768
0.8003073176369071,0.17489186488091946,0.5372398877516389,-0.20072870701551437
0.8003073176369071,0.17489186488091946,0.5372398877516389,-0.20072870701551437
0.8005104763433337,0.1763676693663001,0.5367613947018981,-0.19990563485771418
0.8005104763433337,0.1763676693663001,0.5367613947018981,-0.19990563485771418
0.8006705371662974,0.17785195726901293,0.5363170970231295,-0.19914051704108715
0.8006705371662974,0.17785195726901293,0.5363170970231295,-0.19914051704108715
0.8008383000269532,0.179335230961442,0.5358528047800064,-0.1983840400353074
0.8008383000269532,0.179335230961442,0.5358528047800064,-0.1983840400353074
0.8010466517880559,0.18078010622411966,0.5353437382727861,-0.19760418869554996
0.8010466517880559,0.18078010622411966,0.5353437382727861,-0.19760418869554996
0.801285088993609,0.18221265729516745,0.5347856460139155,-0.19683123100548983
0.801285088993609,0.18221265729516745,0.5347856460139155,-0.19683123100548983
0.8015622040256858,0.18360834196209908,0.5341984322294593,-0.19599859323352575
0.8015622040256858,0.18360834196209908,0.5341984322294593,-0.19599859323352575
0.8015622040256858,0.18360834196209908,0.5341984322294593,-0.19599859323352575
0.8018194762989879,0.18501047976315022,0.5336321759968996,-0.19516837317496538
0.8018194762989879,0.18501047976315022,0.5336321759968996,-0.19516837317496538
0.8020307114347816,0.18644453026354313,0.5331065086647868,-0.1943705715239048
0.8020307114347816,0.18644453026354313,0.5331065086647868,-0.1943705715239048
0.8022223617881536,0.1878664968535304,0.53260681591928,-0.19357863627374172
0.8022223617881536,0.1878664968535304,0.53260681591928,-0.19357863627374172
0.8024048022925854,0.18927870132029057,0.5321422098204494,-0.19272254407405853
0.8024048022925854,0.18927870132029057,0.5321422098204494,-0.19272254407405853
0.8026037774980068,0.19069064408540726,0.5316540533676744,-0.19184727128595114
0.8026037774980068,0.19069064408540726,0.5316540533676744,-0.19184727128595114
0.8027506414800882,0.19214107561856508,0.5312231499701738,-0.19097721297293901
0.8027506414800882,0.19214107561856508,0.5312231499701738,-0.19097721297293901
0.8029322614893317,0.19354955200105906,0.53075494710356,-0.19009106140583754
0.8029322614893317,0.19354955200105906,0.53075494710356,-0.19009106140583754
0.8029322614893317,0.19354955200105906,0.53075494710356,-0.19009106140583754
0.8031195690855384,0.19495704397559166,0.5302774151787162,-0.1891919495537877
0.8031195690855384,0.19495704397559166,0.5302774151787162,-0.1891919495537877
0.8033070461824536,0.19630683586001396,0.5298269856721163,-0.18825980369001627
0.8033070461824536,0.19630683586001396,0.5298269856721163,-0.18825980369001627
0.8034920822829008,0.19766851607710123,0.5293712988495827,-0.1873248042538762
0.8034920822829008,0.19766851607710123,0.5293712988495827,-0.1873248042538762
0.8036823375150561,0.19903907366096973,0.5289032580330968,-0.1863769395276904
0.8036823375150561,0.19903907366096973,0.5289032580330968,-0.1863769395276904
0.8038339735940099,0.20048303715884686,0.5284538939595222,-0.1854475885629654
0.8038339735940099,0.20048303715884686,0.5284538939595222,-0.1854475885629654
0.8040020382031798,0.2019436890259385,0.5279675368219614,-0.1845170296728611
0.8040020382031798,0.2019436890259385,0.5279675368219614,-0.1845170296728611
0.8040020382031798,0.2019436890259385,0.5279675368219614,-0.1845170296728611
0.8041376611217856,0.20340203028172255,0.527524946257472,-0.18358761444687843
0.8041376611217856,0.20340203028172255,0.527524946257472,-0.18358761444687843
0.8042474891990423,0.20489867869764566,0.5270802592858672,-0.18271733168512583
0.8042474891990423,0.20489867869764566,0.5270802592858672,-0.18271733168512583
0.8044213866814971,0.20628240332007408,0.5266033979132771,-0.18176724389195442
0.8044213866814971,0.20628240332007408,0.5266033979132771,-0.18176724389195442
0.8046156549826264,0.20765363704413176,0.5260750949382782,-0.18087348993867636
0.8046156549826264,0.20765363704413176,0.5260750949382782,-0.18087348993867636
0.8048425437882543,0.20897077955305576,0.5255081141367555,-0.17999293934553862
0.8048425437882543,0.20897077955305576,0.5255081141367555,-0.17999293934553862
0.8051104452461004,0.21023931540548801,0.5249113691970706,-0.17905618995428085
0.8051104452461004,0.21023931540548801,0.5249113691970706,-0.17905618995428085
0.8053273474797606,0.21154303569346666,0.5243342109024525,-0.17823422327637672
0.8053273474797606,0.21154303569346666,0.5243342109024525,-0.17823422327637672
0.8053273474797606,0.21154303569346666,0.5243342109024525,-0.17823422327637672
0.8055304195731878,0.2128671994432807,0.5237707905471325,-0.17739445250481367
0.8055304195731878,0.2128671994432807,0.5237707905471325,-0.17739445250481367
0.8056977950036526,0.214136378839612,0.5232910858467221,-0.17652023769915104
0.8056977950036526,0.214136378839612,0.5232910858467221,-0.17652023769915104
0.8058365453034639,0.21541444119066,0.5228366628289223,-0.17567624151706696
0.8058365453034639,0.21541444119066,0.5228366628289223,-0.17567624151706696
0.805998913012445,0.21663825679570436,0.5223537907004356,-0.17486085556447506
0.805998913012445,0.21663825679570436,0.5223537907004356,-0.17486085556447506
0.8061471413820982,0.21784818079322577,0.5219200635328889,-0.17396706901490688
