x, y
0.23249427228916572, 0.6882980745063663
3.3926105946661753, 0.5539242430744145
6.459428244668245, 0.29204239641506313
10.771858411740585, 0.23270212779000413
15.598183685523283, 0.9349770424270661
20.049057043861662, 2.2801866030761313
25.556312144251788, 3.6310359413217927
32.097752931572195, 3.17960852587248
37.55271563091346, 2.5567809130309516
44.67351107733633, 2.5334861794797923
52.096774800329555, 2.9321939347870067
58.75145308920181, 3.0825062681223834
65.63862565036322, 3.88359989456068
71.23278394961872, 5.5583686330282545
76.60121965441871, 7.468291576501745
82.5166564464492, 9.443439773918481
87.8452144928954, 11.445315612988654
94.13384597442564, 12.692442085001257
99.98495182703631, 13.19904123780858
