x, y
0.30811134143175845, 0.36854720555150283
2.4148555563497647, 0.347949756937846
4.94407722722365, 0.3974817166992589
7.480446780255293, 0.4087612718924519
9.905459853355556, 0.4609905165913675
12.628426751137079, 0.5426446878812214
15.213702866300746, 0.7390560728757349
17.835847005225478, 0.930072887995243
20.215715559434642, 1.1841080875636776
23.022576021488792, 1.250314172393289
25.68760745336007, 1.329516266467231
29.061784036145713, 1.1716024937625287
32.847528149488554, 1.0857797912056253
38.002279798204, 0.9298276802736519
43.549788761272026, 0.8116375584667163
48.11427582548634, 0.6632868869040687
52.70321617076667, 0.6144905503074293
58.04907961612111, 0.6779993501995378
62.65344433868923, 0.6370496606938153
66.70591731781366, 0.6880528667847752
71.3290922565864, 0.7150257161598019
75.94399070022911, 0.8104115198587605
81.19617926888452, 0.8655832572167699
85.63764751912059, 0.9337510038191104
97.76045565867734, 1.524701612853789
100.41570577812222, 1.5999803833822728
91.51922592198275, 1.1617941848988826
