x, y
0.1971310658244706, 1.0215353681487431
3.5863558215738136, 0.4869825350800297
6.879272270355476, 0.27389702501731783
10.591280336176185, 1.029136807518069
13.510625891133994, 3.075885659639422
16.23848344512872, 5.890379888062676
19.08258813526803, 9.354674578702484
21.378939329528656, 11.89968552109706
23.388246624506703, 13.190213759831298
25.031507112142748, 13.597748993115795
28.76608743740901, 12.2782862432338
32.96452769428132, 9.482918217094657
36.54900249423467, 7.257903351376536
41.847087990429365, 6.338864810852894
46.90477892352895, 5.867085154511516
52.36989913962071, 4.667774188209187
56.9009040189908, 3.8973315269697846
62.510486695534084, 3.3490470614919667
68.3995891848781, 3.3895063355545068
73.67660723892361, 3.784045559594672
78.58494505535847, 3.7381917156571265
82.95493448401696, 3.424571039742042
88.44262695955427, 2.8566699565369316
93.17941560420296, 2.518528508462732
100.0007524086482, 2.1830843453260345
