x, y
0.4676219748469789, 5.779545997903474
4.244337184411598, 5.184426857601746
7.211460688529154, 4.922545010942395
10.109738801337784, 6.111557252937896
12.199553821671627, 8.910848602622497
14.537287491582429, 13.039411011052739
15.902909188038208, 16.73567220631778
16.992020706286, 20.043769578304023
18.21167512499389, 23.526700055784758
19.699187022455636, 28.56056937232954
21.2965505825524, 32.46501192322547
22.926643918845205, 35.99183458287102
24.399107643343253, 38.13691173135042
25.950950480224822, 38.78940947850448
28.111115709163965, 37.44763282595769
30.016966815016573, 34.344774316943244
31.711014886405106, 31.01509866545698
33.06798388340676, 27.809252913374245
34.52916147818203, 24.619345663194938
36.37481989217984, 20.6901371324183
38.828048289587045, 16.7462161383462
41.45658790202135, 14.295610168764217
44.97259351498987, 12.430069822898725
49.75904113041876, 10.681493560232212
54.791526373804146, 8.588890864173313
58.82368431942757, 6.730216334512375
63.22151286806891, 4.929410827146947
72.00663624427699, 2.4236331202069556
76.94206077204652, 1.4469707651093935
82.57572052533172, 0.9455209744554857
86.89830820915456, 0.8403268618928811
92.740385157987, 0.6858459972904547
100.31112097602451, 0.6456319309495057
