GYRO Sensor 0 X,GYRO Sensor 0 Y,GYRO Sensor 0 Z
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-3.9024391174316406,3.9024391174316406,0.0
-7.804878234863281,11.707317352294922,0.0
-7.804878234863281,11.707317352294922,0.0
-7.804878234863281,11.707317352294922,0.0
-7.804878234863281,11.707317352294922,0.0
-7.804878234863281,11.707317352294922,0.0
-7.804878234863281,11.707317352294922,0.0
-7.804878234863281,11.707317352294922,0.0
-7.804878234863281,7.804878234863281,0.0
-7.804878234863281,11.707317352294922,0.0
-7.804878234863281,15.609756469726562,0.0
-7.804878234863281,19.512195587158203,0.0
-7.804878234863281,19.512195587158203,0.0
-7.804878234863281,19.512195587158203,0.0
-7.804878234863281,19.512195587158203,0.0
-3.9024391174316406,15.609756469726562,0.0
-3.9024391174316406,11.707317352294922,-3.9024391174316406
-3.9024391174316406,7.804878234863281,-3.9024391174316406
-3.9024391174316406,3.9024391174316406,-3.9024391174316406
-7.804878234863281,7.804878234863281,-3.9024391174316406
-7.804878234863281,11.707317352294922,-3.9024391174316406
-3.9024391174316406,15.609756469726562,0.0
-3.9024391174316406,11.707317352294922,0.0
-3.9024391174316406,7.804878234863281,0.0
-3.9024391174316406,7.804878234863281,0.0
-3.9024391174316406,3.9024391174316406,0.0
-3.9024391174316406,7.804878234863281,0.0
-3.9024391174316406,7.804878234863281,0.0
-3.9024391174316406,11.707317352294922,0.0
-3.9024391174316406,11.707317352294922,0.0
-3.9024391174316406,11.707317352294922,0.0
-3.9024391174316406,7.804878234863281,3.9024391174316406
-3.9024391174316406,3.9024391174316406,0.0
-3.9024391174316406,3.9024391174316406,0.0
-3.9024391174316406,3.9024391174316406,0.0
-3.9024391174316406,7.804878234863281,0.0
-7.804878234863281,15.609756469726562,0.0
-7.804878234863281,15.609756469726562,0.0
-7.804878234863281,15.609756469726562,3.9024391174316406
-3.9024391174316406,15.609756469726562,3.9024391174316406
-3.9024391174316406,11.707317352294922,0.0
-3.9024391174316406,11.707317352294922,0.0
-3.9024391174316406,11.707317352294922,0.0
-3.9024391174316406,11.707317352294922,0.0
-3.9024391174316406,15.609756469726562,0.0
-3.9024391174316406,15.609756469726562,0.0
-3.9024391174316406,15.609756469726562,0.0
-3.9024391174316406,11.707317352294922,0.0
-3.9024391174316406,11.707317352294922,0.0
-3.9024391174316406,7.804878234863281,0.0
-7.804878234863281,7.804878234863281,0.0
-7.804878234863281,7.804878234863281,0.0
-7.804878234863281,11.707317352294922,0.0
-11.707317352294922,19.512195587158203,0.0
-11.707317352294922,23.414634704589844,0.0
-11.707317352294922,23.414634704589844,0.0
-7.804878234863281,23.414634704589844,3.9024391174316406
-7.804878234863281,19.512195587158203,0.0
-7.804878234863281,15.609756469726562,0.0
-7.804878234863281,15.609756469726562,0.0
-7.804878234863281,11.707317352294922,0.0
-7.804878234863281,11.707317352294922,0.0
-7.804878234863281,11.707317352294922,0.0
-7.804878234863281,15.609756469726562,0.0
-7.804878234863281,15.609756469726562,0.0
-7.804878234863281,11.707317352294922,0.0
-7.804878234863281,11.707317352294922,0.0
-7.804878234863281,7.804878234863281,0.0
-7.804878234863281,7.804878234863281,-3.9024391174316406
-7.804878234863281,7.804878234863281,-3.9024391174316406
-7.804878234863281,7.804878234863281,-3.9024391174316406
-7.804878234863281,7.804878234863281,-3.9024391174316406
-7.804878234863281,7.804878234863281,0.0
-11.707317352294922,7.804878234863281,0.0
-11.707317352294922,7.804878234863281,-3.9024391174316406
-7.804878234863281,0.0,-7.804878234863281
-7.804878234863281,-11.707317352294922,-7.804878234863281
-7.804878234863281,-23.414634704589844,-11.707317352294922
-3.9024391174316406,-35.121952056884766,-15.609756469726562
-3.9024391174316406,-46.82926940917969,-19.512195587158203
-3.9024391174316406,-62.43902587890625,-23.414634704589844
3.9024391174316406,-85.8536605834961,-35.121952056884766
7.804878234863281,-109.26829528808594,-50.73170852661133
11.707317352294922,-117.07317352294922,-54.63414764404297
15.609756469726562,-132.68292236328125,-62.43902587890625
23.414634704589844,-148.2926788330078,-70.24390411376953
19.512195587158203,-152.19512939453125,-66.34146118164062
15.609756469726562,-148.2926788330078,-66.34146118164062
11.707317352294922,-140.48780822753906,-66.34146118164062
11.707317352294922,-140.48780822753906,-70.24390411376953
7.804878234863281,-148.2926788330078,-74.1463394165039
7.804878234863281,-160.0,-81.95121765136719
11.707317352294922,-191.21951293945312,-101.46341705322266
11.707317352294922,-210.73170471191406,-117.07317352294922
7.804878234863281,-245.85366821289062,-144.39024353027344
7.804878234863281,-265.3658447265625,-160.0
11.707317352294922,-269.268310546875,-167.8048858642578
19.512195587158203,-249.756103515625,-160.0
31.219512939453125,-206.8292694091797,-120.9756088256836
23.414634704589844,-140.48780822753906,-93.65853881835938
-7.804878234863281,-74.1463394165039,-74.1463394165039
-15.609756469726562,-42.92683029174805,-66.34146118164062
-15.609756469726562,-42.92683029174805,-66.34146118164062
-15.609756469726562,-42.92683029174805,-81.95121765136719
-19.512195587158203,-39.024391174316406,-85.8536605834961
-15.609756469726562,-35.121952056884766,-85.8536605834961
-15.609756469726562,-31.219512939453125,-78.04878234863281
-15.609756469726562,-27.317073822021484,-66.34146118164062
-19.512195587158203,-27.317073822021484,-62.43902587890625
-23.414634704589844,-23.414634704589844,-58.53658676147461
-27.317073822021484,-15.609756469726562,-42.92683029174805
-23.414634704589844,-3.9024391174316406,-27.317073822021484
-27.317073822021484,-3.9024391174316406,-23.414634704589844
-42.92683029174805,3.9024391174316406,-19.512195587158203
-58.53658676147461,23.414634704589844,-7.804878234863281
-66.34146118164062,39.024391174316406,0.0
-85.8536605834961,66.34146118164062,11.707317352294922
-117.07317352294922,85.8536605834961,31.219512939453125
-117.07317352294922,54.63414764404297,35.121952056884766
-101.46341705322266,-7.804878234863281,3.9024391174316406
-93.65853881835938,-70.24390411376953,-46.82926940917969
-89.75609588623047,-105.36585235595703,-89.75609588623047
-74.1463394165039,-113.17073059082031,-105.36585235595703
-46.82926940917969,-101.46341705322266,-101.46341705322266
-15.609756469726562,-78.04878234863281,-81.95121765136719
3.9024391174316406,-54.63414764404297,-54.63414764404297
11.707317352294922,-46.82926940917969,-42.92683029174805
31.219512939453125,-62.43902587890625,-39.024391174316406
54.63414764404297,-97.56097412109375,-50.73170852661133
58.53658676147461,-113.17073059082031,-78.04878234863281
35.121952056884766,-117.07317352294922,-89.75609588623047
11.707317352294922,-120.9756088256836,-85.8536605834961
7.804878234863281,-117.07317352294922,-70.24390411376953
3.9024391174316406,-132.68292236328125,-70.24390411376953
-3.9024391174316406,-167.8048858642578,-93.65853881835938
0.0,-199.02439880371094,-117.07317352294922
11.707317352294922,-214.6341552734375,-128.78048706054688
15.609756469726562,-214.6341552734375,-124.8780517578125
15.609756469726562,-199.02439880371094,-109.26829528808594
15.609756469726562,-183.41464233398438,-89.75609588623047
