ACC Sensor 0 X,ACC Sensor 0 Y,ACC Sensor 0 Z
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-0.010009765625,-0.0185546875,0.947265625
-0.002685546875,-0.02099609375,0.94482421875
-0.013427734375,-0.017822265625,0.9501953125
-0.007568359375,-0.024169921875,0.93896484375
-0.01220703125,-0.020263671875,0.944091796875
-0.01025390625,-0.02197265625,0.94091796875
-0.00732421875,-0.019287109375,0.94287109375
-0.015625,-0.02392578125,0.947509765625
-0.01123046875,-0.0068359375,0.93701171875
0.0009765625,-0.025146484375,0.948974609375
-0.011474609375,-0.013427734375,0.950439453125
-0.0078125,-0.022705078125,0.93505859375
0.0029296875,-0.019287109375,0.96533203125
-0.021728515625,-0.008544921875,0.9287109375
0.00146484375,-0.027587890625,0.959716796875
-0.00390625,-0.009521484375,0.9326171875
-0.016845703125,-0.021728515625,0.95751953125
-0.01220703125,-0.023681640625,0.943115234375
0.0,-0.026123046875,0.942626953125
-0.009765625,-0.01611328125,0.94384765625
-0.0078125,-0.0263671875,0.95458984375
-0.002685546875,-0.016357421875,0.938720703125
-0.01025390625,-0.025634765625,0.947265625
0.001953125,-0.021728515625,0.93701171875
-0.0087890625,-0.013916015625,0.941162109375
-0.004638671875,-0.026123046875,0.942138671875
-0.008544921875,-0.024169921875,0.953857421875
-0.01220703125,-0.010009765625,0.936279296875
-0.010986328125,-0.02197265625,0.925537109375
-0.003173828125,-0.01513671875,0.9541015625
-0.005859375,-0.02392578125,0.944091796875
-0.000732421875,-0.025146484375,0.945068359375
0.001708984375,-0.01953125,0.9462890625
-0.0087890625,-0.020751953125,0.948974609375
0.00830078125,-0.027587890625,0.95849609375
-0.011962890625,-0.015869140625,0.9345703125
0.005859375,-0.027099609375,0.964111328125
-0.0078125,-0.025634765625,0.9384765625
-0.0029296875,-0.02099609375,0.954833984375
-0.010009765625,-0.0205078125,0.951416015625
0.005126953125,-0.02587890625,0.95166015625
0.000732421875,-0.027099609375,0.945556640625
-0.004638671875,-0.025146484375,0.9453125
0.01025390625,-0.022216796875,0.950927734375
-0.009521484375,-0.031494140625,0.940673828125
0.004150390625,-0.013916015625,0.945068359375
-0.00146484375,-0.02734375,0.953857421875
-0.006591796875,-0.023193359375,0.94482421875
0.006591796875,-0.024169921875,0.94775390625
-0.00390625,-0.0283203125,0.948486328125
0.00634765625,-0.030029296875,0.95703125
0.00048828125,-0.0166015625,0.93798828125
0.009033203125,-0.03515625,0.955810546875
0.001953125,-0.019775390625,0.950927734375
0.004638671875,-0.0224609375,0.95458984375
0.002197265625,-0.028076171875,0.946044921875
0.0048828125,-0.021728515625,0.947265625
-0.001708984375,-0.020751953125,0.945556640625
0.01025390625,-0.02880859375,0.95751953125
0.001220703125,-0.023681640625,0.947265625
0.002685546875,-0.029052734375,0.9453125
0.010986328125,-0.017333984375,0.949462890625
-0.0048828125,-0.022705078125,0.93896484375
0.017333984375,-0.025390625,0.95751953125
-0.00537109375,-0.030029296875,0.947509765625
0.00634765625,-0.025146484375,0.944091796875
0.003173828125,-0.029052734375,0.949462890625
0.001953125,-0.028564453125,0.938720703125
-0.001708984375,-0.021728515625,0.953857421875
0.0009765625,-0.024658203125,0.939208984375
-0.0068359375,-0.031005859375,0.948974609375
0.004150390625,-0.02001953125,0.937744140625
0.0,-0.026123046875,0.958740234375
-0.002197265625,-0.031494140625,0.951171875
0.0009765625,-0.029052734375,0.944091796875
-0.002197265625,-0.0263671875,0.94580078125
0.00390625,-0.0263671875,0.950927734375
-0.005126953125,-0.024169921875,0.945556640625
-0.004150390625,-0.02294921875,0.94482421875
-0.000244140625,-0.026611328125,0.9482421875
-0.007080078125,-0.025390625,0.94482421875
0.006103515625,-0.01416015625,0.95068359375
0.027099609375,-0.010009765625,0.949462890625
0.092041015625,0.04443359375,0.944091796875
0.10302734375,0.134033203125,0.94091796875
0.04248046875,0.183349609375,0.912841796875
