GYRO Sensor 0 X,GYRO Sensor 0 Y,GYRO Sensor 0 Z
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
-4.083969593048096,3.175572633743286,0.08396946638822556
-7.297709941864014,9.282443046569824,-0.5343511700630188
-7.862595558166504,10.916030883789062,-1.2137404680252075
-7.870229244232178,11.038167953491211,-1.267175555229187
-7.870229244232178,11.366412162780762,-1.3358778953552246
-7.916030406951904,11.38167953491211,-1.0152671337127686
-8.320611000061035,11.16030502319336,-0.6870229244232178
-8.274808883666992,11.244275093078613,-1.0534350872039795
-8.038167953491211,11.51145076751709,-0.8320610523223877
-7.977099418640137,11.366412162780762,-1.198473334312439
-8.145038604736328,11.045801162719727,-1.2137404680252075
-8.0,11.274808883666992,-1.0916030406951904
-8.083969116210938,11.045801162719727,-1.198473334312439
-8.015267372131348,11.259541511535645,-0.6106870174407959
-8.09160327911377,11.29007625579834,-0.8931297659873962
-8.09160327911377,11.206107139587402,-0.885496199131012
-8.045801162719727,11.190839767456055,-1.267175555229187
-8.16030502319336,11.244275093078613,-1.1297709941864014
-8.076335906982422,11.175572395324707,-1.0916030406951904
-7.870229244232178,11.022900581359863,-0.9083969593048096
-8.030534744262695,11.206107139587402,-0.7862595319747925
-8.076335906982422,11.167939186096191,-1.1297709941864014
-8.145038604736328,11.229007720947266,-1.1374045610427856
-8.22137451171875,10.969465255737305,-1.122137427330017
-7.992366313934326,11.167939186096191,-1.160305380821228
-7.717557430267334,11.114503860473633,-1.2595419883728027
-7.793893337249756,11.106870651245117,-1.14503812789917
-8.22137451171875,11.213740348815918,-0.9618320465087891
-8.167939186096191,11.106870651245117,-0.6641221642494202
-7.671755790710449,11.244275093078613,-1.0687023401260376
-8.106870651245117,11.473282814025879,-1.2824426889419556
-8.137404441833496,11.389312744140625,-1.0534350872039795
-8.213740348815918,11.190839767456055,-1.160305380821228
-8.175572395324707,11.412213325500488,-0.9923664331436157
-7.984732627868652,11.145038604736328,-1.0076335668563843
-7.954198360443115,11.22137451171875,-0.6793892979621887
-7.832061290740967,11.106870651245117,-1.038167953491211
-7.923664093017578,11.152671813964844,-0.9770992398262024
-8.152671813964844,11.12977123260498,-0.9694656729698181
-8.068702697753906,11.335877418518066,-0.9160305261611938
-8.206107139587402,11.297709465026855,-1.0152671337127686
-7.793893337249756,11.053435325622559,-0.8702290058135986
-8.015267372131348,11.137404441833496,-1.2137404680252075
-7.824427604675293,11.22137451171875,-1.4351145029067993
-7.900763511657715,11.274808883666992,-1.160305380821228
-7.755725383758545,11.083969116210938,-1.0458015203475952
-7.778625965118408,11.106870651245117,-0.9465649127960205
-7.702290058135986,11.557251930236816,-0.9618320465087891
-7.870229244232178,11.465648651123047,-1.0152671337127686
-7.85496187210083,11.045801162719727,-1.0
-7.916030406951904,11.22137451171875,-1.0534350872039795
-8.007633209228516,11.229007720947266,-1.0839694738388062
-7.893129825592041,11.32824420928955,-1.0916030406951904
-8.030534744262695,11.122137069702148,-0.8931297659873962
-7.923664093017578,11.09160327911377,-0.9618320465087891
-7.946564674377441,11.16030502319336,-0.7938931584358215
-8.145038604736328,11.251908302307129,-1.0152671337127686
-8.083969116210938,11.244275093078613,-1.3129770755767822
-8.038167953491211,11.335877418518066,-1.122137427330017
-7.984732627868652,11.12977123260498,-1.122137427330017
-8.083969116210938,11.022900581359863,-0.9770992398262024
-8.137404441833496,10.916030883789062,-1.038167953491211
-8.038167953491211,11.396946907043457,-1.160305380821228
-7.877862453460693,11.206107139587402,-1.2519084215164185
-7.839694499969482,11.244275093078613,-1.0687023401260376
-8.12977123260498,11.206107139587402,-0.7786259651184082
-8.16030502319336,11.297709465026855,-0.8931297659873962
-7.847328186035156,11.015267372131348,-1.0839694738388062
-7.633587837219238,11.152671813964844,-0.9389312863349915
-8.061068534851074,11.351144790649414,-1.0305343866348267
-8.206107139587402,11.274808883666992,-1.1755725145339966
-7.72519063949585,11.167939186096191,-1.0534350872039795
-7.816793918609619,11.061068534851074,-0.9770992398262024
-7.870229244232178,11.114503860473633,-1.1832060813903809
-8.12977123260498,11.061068534851074,-1.038167953491211
-7.977099418640137,11.083969116210938,-1.0687023401260376
-7.961832046508789,11.12977123260498,-0.9923664331436157
-7.9083967208862305,11.236640930175781,-1.0
-8.282443046569824,11.48854923248291,-0.9083969593048096
-8.068702697753906,11.366412162780762,-1.0458015203475952
-7.862595558166504,10.992366790771484,-1.1755725145339966
-7.923664093017578,11.12977123260498,-0.8702290058135986
-8.083969116210938,11.114503860473633,-0.9770992398262024
-7.893129825592041,11.22137451171875,-1.229007601737976
-7.992366313934326,11.167939186096191,-0.9465649127960205
-8.068702697753906,11.427480697631836,-1.0839694738388062
-7.992366313934326,11.12977123260498,-0.9312977194786072
-7.778625965118408,11.12977123260498,-0.8931297659873962
-8.099236488342285,11.366412162780762,-1.0076335668563843
