inDegrees,num_controls,num_derivatives,num_input_controls,num_iterations,num_multipliers,num_parameters,num_slacks,num_states,objective,objective_control_effort,objective_state_tracking,solver_duration,status,success,DataType,version,OpenSimVersion
no,67,0,0,884,2,0,2,102,0.0486,0.026224,0.022377,1999.842276,Solve_Succeeded,True,double,3,4.5-2024-07-22-fc2981e9e
