ORIENTATION Sensor 1 W,ORIENTATION Sensor 1 X,ORIENTATION Sensor 1 Y,ORIENTATION Sensor 1 Z
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0
0.6469351835548878,0.2470257868990302,0.595198342576623,-0.4076665658503771
0.647435212507844,0.24863914214074612,0.5945154577493668,-0.4068876523524523
0.647435212507844,0.24863914214074612,0.5945154577493668,-0.4068876523524523
0.6479569599032402,0.2503034211695194,0.5937677165493369,-0.4061278682202101
0.6479569599032402,0.2503034211695194,0.5937677165493369,-0.4061278682202101
0.6485084109008312,0.25192911364138126,0.592986311763525,-0.40538348630070686
0.6485084109008312,0.25192911364138126,0.592986311763525,-0.40538348630070686
0.6485084109008312,0.25192911364138126,0.592986311763525,-0.40538348630070686
0.6491336058825254,0.2534959390759468,0.5921310260891914,-0.40465565118938684
0.6491336058825254,0.2534959390759468,0.5921310260891914,-0.40465565118938684
0.6497828150168061,0.2550416374579072,0.5912690563127398,-0.4039021395146847
0.6497828150168061,0.2550416374579072,0.5912690563127398,-0.4039021395146847
0.6503405328840017,0.25661653373390436,0.590359915047884,-0.4033364560455084
0.6503405328840017,0.25661653373390436,0.590359915047884,-0.4033364560455084
0.6509587420150638,0.2581041380763054,0.5894889626652002,-0.4026632755994797
0.6509587420150638,0.2581041380763054,0.5894889626652002,-0.4026632755994797
0.6516250008717179,0.25961450301110744,0.5885497592389584,-0.4019879763945937
0.6516250008717179,0.25961450301110744,0.5885497592389584,-0.4019879763945937
0.6521377358585596,0.26117205526679754,0.58772596064955,-0.4013523533940315
0.6521377358585596,0.26117205526679754,0.58772596064955,-0.4013523533940315
0.6526534734293818,0.26266916561871767,0.5869410540908575,-0.4006850868463516
0.6526534734293818,0.26266916561871767,0.5869410540908575,-0.4006850868463516
0.6526534734293818,0.26266916561871767,0.5869410540908575,-0.4006850868463516
0.6532157147303224,0.26417349092662334,0.586110595613718,-0.3999949423596263
0.6532157147303224,0.26417349092662334,0.586110595613718,-0.3999949423596263
0.6537675391882658,0.26562169287353754,0.5852967435494065,-0.3993254713714123
0.6537675391882658,0.26562169287353754,0.5852967435494065,-0.3993254713714123
0.6543782437220216,0.26704011484980583,0.5844910237938166,-0.3985585579648614
0.6543782437220216,0.26704011484980583,0.5844910237938166,-0.3985585579648614
0.6549766128882766,0.2684236718341708,0.5836385330185294,-0.3978949896991253
0.6549766128882766,0.2684236718341708,0.5836385330185294,-0.3978949896991253
0.6556041017174721,0.2698251996189356,0.5827457495033741,-0.3972216099500656
0.6556041017174721,0.2698251996189356,0.5827457495033741,-0.3972216099500656
0.6562092648819089,0.2711485754698515,0.5819144360721111,-0.396539319306612
0.6562092648819089,0.2711485754698515,0.5819144360721111,-0.396539319306612
0.6562092648819089,0.2711485754698515,0.5819144360721111,-0.396539319306612
0.6567642046138644,0.27259811852127314,0.5810791058465838,-0.39585112407803535
0.6567642046138644,0.27259811852127314,0.5810791058465838,-0.39585112407803535
0.6573435952886939,0.2741291830316186,0.5801685629412532,-0.39516708068549633
0.6573435952886939,0.2741291830316186,0.5801685629412532,-0.39516708068549633
0.6579044219106436,0.27566785737872124,0.5793295102193952,-0.39439360704272985
0.6579044219106436,0.27566785737872124,0.5793295102193952,-0.39439360704272985
0.6584268417209387,0.27721274737268686,0.5784961972385645,-0.393661443144083
0.6584268417209387,0.27721274737268686,0.5784961972385645,-0.393661443144083
0.6589905368164182,0.27873882185667753,0.5776966828852892,-0.392813797108829
0.6589905368164182,0.27873882185667753,0.5776966828852892,-0.392813797108829
0.6595662739127874,0.28011488262563944,0.5769439348950982,-0.39197407476603985
0.6595662739127874,0.28011488262563944,0.5769439348950982,-0.39197407476603985
0.660173081792891,0.28151198755949736,0.5761051047593355,-0.3911846224218607
0.660173081792891,0.28151198755949736,0.5761051047593355,-0.3911846224218607
0.660173081792891,0.28151198755949736,0.5761051047593355,-0.3911846224218607
0.6608076216652989,0.28286020178347826,0.5752414185553789,-0.39041093923151493
0.6608076216652989,0.28286020178347826,0.5752414185553789,-0.39041093923151493
0.6614530235528946,0.2841090206056833,0.5744216470047832,-0.3896174179390073
0.6614530235528946,0.2841090206056833,0.5744216470047832,-0.3896174179390073
0.662100812420249,0.28533842880278826,0.5736003378406167,-0.38882791344076395
0.662100812420249,0.28533842880278826,0.5736003378406167,-0.38882791344076395
0.6627351036295295,0.2865915736183524,0.5727865695953369,-0.3880244819447398
0.6627351036295295,0.2865915736183524,0.5727865695953369,-0.3880244819447398
0.6633802773430943,0.2878439398482442,0.5719723766669631,-0.38719513826072216
0.6633802773430943,0.2878439398482442,0.5719723766669631,-0.38719513826072216
0.6640403624624014,0.2891793716698885,0.5710670687258244,-0.38640405144542456
0.6640403624624014,0.2891793716698885,0.5710670687258244,-0.38640405144542456
0.6640403624624014,0.2891793716698885,0.5710670687258244,-0.38640405144542456
0.6646844577044249,0.29054505843669176,0.5700927814468741,-0.38571020402014256
0.6646844577044249,0.29054505843669176,0.5700927814468741,-0.38571020402014256
0.6653092904016376,0.2920210128650069,0.5690906848758459,-0.3849974935874343
0.6653092904016376,0.2920210128650069,0.5690906848758459,-0.3849974935874343
0.6659604785963893,0.29334883484989405,0.5681982776150107,-0.3841794114559889
0.6659604785963893,0.29334883484989405,0.5681982776150107,-0.3841794114559889
0.666574927046895,0.29458218067884445,0.5673560434952378,-0.38341404031962156
0.666574927046895,0.29458218067884445,0.5673560434952378,-0.38341404031962156
0.6671944949775934,0.29583608638495207,0.566494595259428,-0.3826439492404461
0.6671944949775934,0.29583608638495207,0.566494595259428,-0.3826439492404461
0.6678346833214164,0.2971062883734703,0.5656412746757269,-0.3818044504150748
0.6678346833214164,0.2971062883734703,0.5656412746757269,-0.3818044504150748
0.6684487229213119,0.29832995496690273,0.5648154160007834,-0.3809974938631058
0.6684487229213119,0.29832995496690273,0.5648154160007834,-0.3809974938631058
0.6684487229213119,0.29832995496690273,0.5648154160007834,-0.3809974938631058
0.6690846709534526,0.29956666473299265,0.5639413231983781,-0.3802048163488507
0.6690846709534526,0.29956666473299265,0.5639413231983781,-0.3802048163488507
0.669673022814095,0.3008757373318076,0.5630974192172289,-0.3793852021917701
0.669673022814095,0.3008757373318076,0.5630974192172289,-0.3793852021917701
0.6702967416495085,0.30216116458177567,0.5622420283034444,-0.3785298019647598
0.6702967416495085,0.30216116458177567,0.5622420283034444,-0.3785298019647598
0.6709053181111813,0.3034394131973386,0.5614055749028921,-0.37764301989227533
0.6709053181111813,0.3034394131973386,0.5614055749028921,-0.37764301989227533
0.6714902818202972,0.30477019120007753,0.5606129616498947,-0.37670964282006025
0.6714902818202972,0.30477019120007753,0.5606129616498947,-0.37670964282006025
0.6720737293362617,0.30603991262614727,0.5598065983504057,-0.37583949603140354
0.6720737293362617,0.30603991262614727,0.5598065983504057,-0.37583949603140354
0.6720737293362617,0.30603991262614727,0.5598065983504057,-0.37583949603140354
0.6725818021222949,0.30739271733909845,0.5590334897860885,-0.37497766222804785
0.6725818021222949,0.30739271733909845,0.5590334897860885,-0.37497766222804785
0.6731263464316726,0.30872377660125494,0.5581949390470982,-0.37415666598826647
0.6731263464316726,0.30872377660125494,0.5581949390470982,-0.37415666598826647
0.6737043047323823,0.3100206833332777,0.5573930349200964,-0.37323979940265417
0.6737043047323823,0.3100206833332777,0.5573930349200964,-0.37323979940265417
